session_id;item_user_id;creationdate;duration;pausetime;distance;avgspeed;maxspeed;minspeed;avgbpm;maxbpm;minbpm;avgaltitude;maxaltitude;minaltitude;calories;isafitresult;user_birthdate;user_gender;user_lastlogin;user_consent;user_is_tester;mark;accuracy
77098;5970;26/09/2016 17:37;3917;0;8.436.319.108.321.130;7.753.573.854.979.850;0;0;0;0;0;1.375.140.380.859.370;3.956.201.171.875;120.592.041.015.625;521;0;08/19/1978;M;26/04/2018 10:47;1;0;4;0.205297539
77314;1234;14/09/2016 06:50;3521;0;9.795.232.615.931.540;1.001.500.636.675.760;0;0;0;0;0;1.230.157.470.703.120;1.178.187.255.859.370;93.215.576.171.875;663;0;04/26/1971;M;04/06/2018 11:45;1;0;4;0.3953142
77316;1234;17/09/2016 07:03;5105;0;1.329.491.026.956.580;937.545.092.466.937;0;0;0;0;0;4.172.772.094.478.800;1.352.539.060.053.630;1.269.083.618.164.060;909;0;04/26/1971;M;04/06/2018 11:45;1;0;5;0.714794924
77317;1234;19/09/2016 15:41;4317;0;108.072.745.581.669;9.012.320.687.838.960;0;0;0;0;0;3.264.089.718.677.460;1.317.632.366.994.890;1.252.350.572.621.340;694;0;04/26/1971;M;04/06/2018 11:45;1;0;3;0.998545435
77405;2867;15/09/2016 04:45;3125;0;9.360.103.515.625;1.078.283.925;30.704.818.725.585.900;0.11623681336641312;0;0;0;0;64;35;691;0;06/19/1968;M;20/05/2018 09:38;1;0;4;0.136779241
77406;2867;21/09/2016 04:04;5538;0;160.542.138.671.875;10.436.108.689.395.900;2.926.263.427.734.370;0.06921125948429108;0;0;0;0;76;41;1185;0;06/19/1968;M;20/05/2018 09:38;1;0;5;0.290665265
77407;2867;24/09/2016 14:41;3491;0;107.784.765.625;1.111.501.450.157.540;2.794.753.646.850.580;0.24781127274036407;0;0;0;0;60;41;795;0;06/19/1968;M;20/05/2018 09:38;1;0;5;0.284381712
77408;2867;29/09/2016 04:27;5310;0;160.099.140.625;1.085.417.902.542.370;29.806.476.593.017.500;0.06818882375955582;0;0;0;0;79;37;1182;0;06/19/1968;M;20/05/2018 09:38;1;0;4;0.796029575
77578;6214;17/09/2016 07:52;6040;0;1.630.557.421.875;9.718.554.170.115.890;28.333.532.333.374.000;0.023602595552802086;0;0;0;0;261;158;1247;0;07/31/1971;M;03/09/2016 06:18;1;0;3;0.225421059
77579;6214;18/09/2016 07:05;5933;180;16.681.189.453.125;10.121.739.765.927.800;4.898.832.321.166.990;0.3125840127468109;0;0;0;0;275;210;1276;0;07/31/1971;M;03/09/2016 06:18;1;0;3;0.822304572
77580;6214;20/09/2016 05:08;6699;4;18.027.078.125;9.687.637.147.335.420;344.698.600.769.043;0.0023256177082657814;0;0;0;0;272;202;1379;0;07/31/1971;M;03/09/2016 06:18;1;0;4;0.782561771
77581;6214;22/09/2016 16:53;5282;0;143.664.990.234.375;9.791.631.292.005.860;360.379.638.671.875;0.004671343136578798;0;0;0;0;263;188;1099;0;07/31/1971;M;03/09/2016 06:18;1;0;3;0.786982916
77573;6214;24/09/2016 06:22;6008;0;1.648.091.796.875;9.875.383.603.112.510;3.041.360.855.102.530;0.005294505041092634;0;0;0;0;254;198;1261;0;07/31/1971;M;03/09/2016 06:18;1;0;4;0.531876336
77574;6214;25/09/2016 06:29;7498;0;18.439.771.484.375;8.853.451.232.828.750;2.924.903.106.689.450;0.0022509635891765356;0;0;0;0;469;310;1411;0;07/31/1971;M;03/09/2016 06:18;1;0;3;0.614826139
77990;5312;16/09/2016 16:41;3902;0;85.519.228.515.625;7.890.036.459.668.110;2.580.772.590.637.200;0.005934259854257107;0;0;0;0;13.162.813.760.082.500;10.788.049.268.262.100;508;0;11/10/1984;F;22/05/2018 17:14;1;0;4;0.042892473
77992;5312;19/09/2016 17:07;4573;0;91.728.408.203.125;722.112.988.259.895;27.586.524.963.378.900;0.003928465768694878;0;0;0;0;13.750.804.108.960.400;11.547.372.788.607.000;545;0;11/10/1984;F;22/05/2018 17:14;1;0;4;0.793877369
77993;5312;22/09/2016 16:36;3962;310;919.882.421.875;8.358.346.084.679.450;25.406.442.642.211.900;0.0004260384012013674;0;0;0;0;15.440.898.598.146.100;9.143.800.882.424.990;546;0;11/10/1984;F;22/05/2018 17:14;1;0;4;0.14730229
78177;6279;18/09/2016 06:54;4044;0;726.008.984.375;6.462.987.991.468.840;37.163.936.614.990.200;0.000000020984625592745942;0;0;0;0;396.195.244.573.988;33.792.033.125.367.000;457;0;04/08/1971;F;10/04/2018 11:24;1;0;3;0.568619388
78521;1701;19/09/2016 07:08;2993;0;62.304.833.984.375;7.494.066.232.667.890;23.021.915.435.791.000;0.5395461916923523;0;0;0;0;880.386.527.134.667;6.333.059.435.092.320;381;0;03/05/1981;M;22/12/2016 16:12;1;0;4;0.543899067
78520;1701;20/09/2016 07:15;5628;0;108.850.322.265.625;69.627.071.811.700.400;28.291.513.442.993.100;0.4578656256198883;0;0;0;0;10.761.138.233.585.200;6.595.748.475.242.440;666;0;03/05/1981;M;22/12/2016 16:12;1;0;3;0.904463254
78522;1701;30/09/2016 07:38;93;0;1.678.148.956.298.820;6.496.060.475.995.460;28.775.592.803.955.000;0.934686005115509;0;0;0;0;7.774.137.044.939.600;4.804.822.556.353.800;10;0;03/05/1981;M;22/12/2016 16:12;1;0;2;0.674480671
78524;1701;30/09/2016 07:42;4337;0;85.506.259.765.625;7.097.591.310.958.030;24.826.196.670.532.200;0.3066878616809845;0;0;0;0;8.545.187.445.522.540;60.577.833.436.113.000;523;0;03/05/1981;M;22/12/2016 16:12;1;0;4;0.186912015
78526;5970;02/10/2016 08:57;4895;0;1.126.399.940.157.540;828.404.450.371.229;0;0;0;0;0;1.424.473.804.081.450;7.874.176.353.116.580;5.025.228.744.953.670;657;0;08/19/1978;M;26/04/2018 10:47;1;0;4;0.528245343
78528;5970;10/10/2016 17:56;3067;0;7.137.130.831.094.230;8.377.460.382.112.570;0;0;0;0;0;1.260.577.392.578.120;4.278.145.980.834.960;1.756.991.195.678.710;391;0;08/19/1978;M;26/04/2018 10:47;1;0;4;0.885724508
78530;5970;14/10/2016 17:05;4086;0;97.604.596.104.513;8.599.523.885.860.170;0;0;0;0;0;18.955.078.125;5.337.716.293.334.960;1.546.700.668.334.960;587;0;08/19/1978;M;26/04/2018 10:47;1;0;3;0.687857432
78595;4687;20/09/2016 17:30;2827;0;7.074.037.775.291.800;9.008.325.430.155.810;0;0;0;0;0;8.936.004.638.671.870;1.531.313.705.444.330;-2.558.872.222.900.390;315;0;02/16/1975;F;10/09/2017 20:57;1;0;3;0.588765521
78598;4687;23/09/2016 07:06;2645;0;6.954.556.150.871.740;9.465.558.466.214.840;0;0;0;0;0;300.482.177.734.375;7.462.245.941.162.100;1.452.602.386.474.600;308;0;02/16/1975;F;10/09/2017 20:57;1;0;3;0.718936554
78606;5862;21/09/2016 18:01;6581;0;1.958.837.516.554.200;1.071.541.568.089.210;0;0;0;0;0;5.999.108.306.959.470;5.917.272.223.870.290;-6.080.944.390.048.640;1092;0;08/09/2016;M;07/06/2017 00:05;1;0;5;0.814842901
78607;5862;26/09/2016 18:12;5750;0;1.675.929.974.592.120;104.927.789.713.594;0;0;0;0;0;7.510.938.145.759.530;1.056.863.021.850.580;-4.453.246.073.013.210;958;0;08/09/2016;M;07/06/2017 00:05;1;0;5;0.434124561
78615;5862;28/09/2016 12:12;4861;0;1.397.500.799.918.010;1.034.972.820.346.600;0;0;0;0;0;569.854.736.328.125;1.454.177.474.975.580;3.144.680.023.193.350;823;0;08/09/2016;M;07/06/2017 00:05;1;0;3;0.937706581
78998;1234;22/09/2016 16:34;2201;0;5.804.143.610.630.640;9.493.374.374.498.100;0;0;0;0;0;3.026.841.643.705.960;131.651.503.271.532;1.255.978.199.841.200;388;0;04/26/1971;M;04/06/2018 11:45;1;0;4;0.438939172
78999;1234;24/09/2016 08:08;3516;0;8.984.990.915.571.380;9.199.649.401.608.920;0;0;0;0;0;424.195.039.750.731;1.316.218.099.548.430;1.231.379.091.598.280;606;0;04/26/1971;M;04/06/2018 11:45;1;0;3;0.750587491
79001;1234;28/09/2016 08:23;2196;0;5.746.227.914.388.950;9.420.045.761.293.370;0;0;0;0;0;2.720.262.764.695.380;1.308.909.615.492.880;1.254.504.360.198.970;384;0;04/26/1971;M;04/06/2018 11:45;1;0;3;0.624862661
79002;1234;02/10/2016 14:10;4299;0;114.523.615.232.441;9.590.253.892.458.420;0;0;0;0;0;7.918.805.395.485.740;1.151.654.847.544.220;99.327.873.963.451;783;0;04/26/1971;M;04/06/2018 11:45;1;0;4;0.244321662
79325;6470;26/09/2016 15:38;3491;0;1.011.659.375;1.043.246.562.589.510;3.291.505.813.598.630;0.6433433890342712;0;0;0;0;17.001.949.075.741.100;15.550.889.269.204.100;583;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.922349693
79326;6470;29/09/2016 09:12;3607;0;1.001.541.015.625;999.597.354.103.133;26.505.033.493.041.900;12.668.949.365.615.800;0;0;0;0;1.714.454.052.841.660;1.522.366.348.978.900;577;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.48808186
79327;6470;30/09/2016 08:42;3738;0;100.136.884.765.625;964.400.174.307.785;28.939.138.412.475.500;0.16751818358898163;0;0;0;0;17.191.626.198.260.000;1.566.940.451.967.860;577;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.031481313
79328;6470;01/10/2016 06:32;5015;0;130.436.298.828.125;936.332.354.499.003;26.490.217.208.862.300;12.710.438.966.751.000;0;0;0;0;16.977.986.530.667.200;1.523.704.903.955.860;751;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.07450905
79329;6470;05/10/2016 05:47;4009;0;1.005.771.484.375;9.031.622.209.403.840;3.373.894.500.732.420;0.6498040556907654;0;0;0;0;2.098.751.646.156.320;17.444.192.428.516.000;579;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.133149625
79330;6470;07/10/2016 15:57;1225;0;3.551.460.693.359.370;1.043.694.571.109.690;3.013.736.915.588.370;15.199.661.254.882.800;0;0;0;0;16.691.839.433.372.600;1.548.182.835.978.420;205;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.20159854
79331;6470;08/10/2016 15:26;2962;0;733.067.919.921.875;8.909.670.870.083.550;26.178.062.438.964.800;12.161.461.114.883.400;0;0;0;0;17.349.361.069.251.100;1.544.026.281.370.080;422;0;07/06/1983;M;01/07/2018 18:35;1;0;2;0.048201566
79332;6470;10/10/2016 07:32;5118;0;130.699.365.234.375;9.193.390.286.122.500;28.913.354.873.657.200;0.481797993183136;0;0;0;0;17.113.393.268.171.300;15.353.791.055.223.200;753;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.211482972
79333;6470;11/10/2016 16:09;3751;0;11.020.720.703.125;10.577.071.322.647.200;27.847.415.924.072.200;0.9665058851242065;0;0;0;0;15.972.801.316.055.900;14.685.522.328.275.400;635;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.691860254
79334;6470;12/10/2016 17:12;5238;0;140.102.919.921.875;9.629.066.661.297.250;28.594.730.377.197.200;10.132.858.753.204.300;0;0;0;0;17.064.113.586.517.500;13.372.479.763.490.900;807;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.760378986
79335;6470;13/10/2016 15:50;1455;0;4.037.545.166.015.620;998.980.247.261.598;2.959.644.889.831.540;12.954.046.726.226.800;0;0;0;0;17.368.900.518.858.000;16.150.845.642.459.300;233;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.11388659
79336;6470;14/10/2016 07:10;6253;0;1.604.967.578.125;9.240.177.964.577.000;36.528.011.322.021.400;0.5123390555381775;0;0;0;0;2.060.769.694.400.010;16.604.094.724.211.200;924;0;07/06/1983;M;01/07/2018 18:35;1;0;5;0.360315974
79337;6470;16/10/2016 07:05;2956;0;98.455.400.390.625;11.990.508.843.242.500;3.933.430.099.487.300;122.276.771.068.573;0;0;0;0;1.409.359.994.352.810;10.170.756.734.821.000;567;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.40416179
79338;6470;20/10/2016 14:51;3779;0;101.426.240.234.375;9.662.198.064.137.330;27.515.920.639.038.000;0.9679175019264221;0;0;0;0;1.737.448.885.145.050;15.099.396.215.611.400;584;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.194336537
79339;6470;21/10/2016 14:50;4824;0;12.052.705.078.125;8.994.556.028.451.490;3.297.298.049.926.750;0.3093158006668091;0;0;0;0;16.667.981.895.731.200;15.388.142.901.421.100;694;0;07/06/1983;M;01/07/2018 18:35;1;0;3;0.34958735
79340;6470;22/10/2016 06:44;6136;0;1.602.423.046.875;9.401.438.997.310.950;4.148.967.742.919.920;0.3333468437194824;0;0;0;0;21.933.977.874.766.500;1.661.415.752.284.140;923;0;07/06/1983;M;01/07/2018 18:35;1;0;4;0.055828548
79377;4687;25/09/2016 09:33;2326;0;6.197.270.162.950.990;9.591.647.715.659.320;0;0;0;0;0;5.565.216.064.453.120;2.792.263.031.005.850;-833.816.909.790.039;275;0;02/16/1975;F;10/09/2017 20:57;1;0;5;0.082108377
79379;4687;27/09/2016 17:59;2845;0;7.175.896.812.607.660;9.080.220.922.807.590;0;0;0;0;0;5.480.316.162.109.370;6.482.570.648.193.350;-4.478.061.676.025.390;320;0;02/16/1975;F;10/09/2017 20:57;1;0;5;0.330279255
79380;4687;29/09/2016 16:40;2647;0;7.079.479.439.265.760;9.628.305.999.756.990;0;0;0;0;0;61.822.509.765.625;2.825.893.402.099.600;-953.860.855.102.539;314;0;02/16/1975;F;10/09/2017 20:57;1;0;4;0.111668361
79381;4687;01/10/2016 09:02;3132;0;8.385.460.179.881.020;9.638.459.976.874.740;0;0;0;0;0;6.071.502.685.546.870;5.542.018.890.380.850;-6.600.986.480.712.890;374;0;02/16/1975;F;10/09/2017 20:57;1;0;4;0.611222327
79447;6374;25/09/2016 04:13;3620;0;1.030.980.443.398.020;1.025.284.418.848.860;0;0;0;0;0;2.053.070.068.359.370;3.749.576.416.015.620;333.896.240.234.375;742;0;11/23/1984;M;30/04/2018 13:15;1;0;4;0.089247633
79451;6374;26/09/2016 03:59;3495;0;1.146.820.076.144.450;1.181.273.898.174.540;0;0;0;0;0;2.100.094.604.492.180;3.604.335.327.148.430;318.431.640.625;826;0;11/23/1984;M;30/04/2018 13:15;1;0;4;0.021498249
79453;6374;28/09/2016 04:05;2803;0;897.387.859.136.209;1.152.549.515.836.720;0;0;0;0;0;170.909.423.828.125;373.427.001.953.125;3.392.451.171.875;646;0;11/23/1984;M;30/04/2018 13:15;1;0;4;0.17760769
79448;6374;30/09/2016 03:54;3067;0;1.007.880.058.329.480;1.183.034.955.978.530;0;0;0;0;0;201.446.533.203.125;3.834.814.453.125;343.192.138.671.875;726;0;11/23/1984;M;30/04/2018 13:15;1;0;4;0.399754824
79507;6279;26/09/2016 17:42;289;0;660.211.410.522.461;0.8224086774674254;8.531.231.880.187.980;0.041791707277297974;0;0;0;0;3.317.832.773.262.630;3.049.405.495.468.520;4;0;04/08/1971;F;10/04/2018 11:24;1;0;1;0.046022891
79508;6279;25/09/2016 07:20;1365;0;146.137.109.375;3.854.165.521.978.020;22.276.046.752.929.600;0.000000041998422517508516;0;0;0;0;38.219.311.252.143.200;3.609.583.668.690.170;92;0;04/08/1971;F;10/04/2018 11:24;1;0;1;0.958532603
79509;6279;27/09/2016 09:46;5100;20;66.442.451.171.875;4.690.055.376.838.230;26.938.413.619.995.100;0.000000035753430438489886;0;0;0;0;33.513.188.877.888.000;25.653.073.029.313.200;419;0;04/08/1971;F;10/04/2018 11:24;1;0;3;0.073674795
79878;6347;27/09/2016 05:36;1249;0;2.514.731.005.609.690;7.248.223.875.256.130;0;0;0;0;0;2.808.885.287.452.620;647.656.192.622.361;0.8587913513183594;158;0;06/11/1981;M;16/10/2016 11:04;1;0;1;0.675434696
79996;6214;29/09/2016 04:42;6488;0;18.168.083.984.375;10.080.934.393.303.000;39.295.528.411.865.200;0.2455480992794037;0;0;0;0;255;201;1390;0;07/31/1971;M;03/09/2016 06:18;1;0;5;0.789356469
79997;6214;01/10/2016 14:44;4766;0;118.888.310.546.875;8.980.233.276.725.760;23.292.797.088.623.000;0.08740118891000748;0;0;0;0;668;560;909;0;07/31/1971;M;03/09/2016 06:18;1;0;3;0.781380715
79998;6214;03/10/2016 16:28;4801;0;138.214.951.171.875;10.363.962.179.103.300;2.116.961.669.921.870;12.690.579.891.204.800;0;0;0;0;81;38;1057;0;07/31/1971;M;03/09/2016 06:18;1;0;4;0.03769106
79999;6214;05/10/2016 05:16;6028;0;157.415.830.078.125;9.401.078.106.855.500;31.471.654.891.967.700;0.014445045962929726;0;0;0;0;88;44;1204;0;07/31/1971;M;03/09/2016 06:18;1;0;4;0.426254798
317953;14259;26/06/2018 17:21;3325;0;65.296.264.826.022.900;7.069.670.778.155.860;0;0;0;0;0;48.616.865.479.512.000;8.542.599.673.608.620;-11.807.734.222.937.700;221;0;08/31/1971;F;11/07/2018 08:04;1;0;5;0.118090826
325304;14027;26/06/2018 14:59;1951;2;780.866.015.625;14.422.252.755.149.900;1.689.479.872.584.340;0;166;181;0;0;0;0;502;1;06/23/1975;M;23/07/2018 12:09;1;0;5;0.127360895
324688;11298;26/06/2018 13:59;4253;0;14.195.044.921.875;12.015.556.482.189.000;186.561.279.296.875;5.918.493.270.874.020;0;0;0;0;274.7;216.4;984;0;04/30/1979;M;23/07/2018 14:58;1;0;4;0.532186778
317291;10570;26/06/2018 17:45;3945;0;120.269.111.328.125;10.975.128.029.942.900;19.725.257.873.535.100;16.032.934.188.842.700;0;0;0;0;6.312.868.765.733.870;4.464.482.953.380.290;758;0;02/24/1980;M;16/09/2017 20:58;1;0;5;0.713660025
322415;4142;21/06/2018 19:43;1027;0;2.514.882.568.359.370;881.555.720.164.922;1.986.031.150.817.870;0.40911412239074707;0;0;0;0;62;31;158;0;02/24/1973;F;16/07/2018 20:56;1;0;3;0.91362708
91049;2529;25/11/2016 05:28;1892;0;499.483.740.234.375;9.503.918.947.377.110;2.002.111.053.466.790;11.333.991.289.138.700;0;0;0;0;8.214.705.448.181.420;51.592.735.862.657.000;405;0;06/13/1973;M;23/09/2017 13:21;1;0;5;0.795976144
91050;2529;27/11/2016 11:16;2317;0;630.981.591.796.875;9.803.770.955.842.680;21.294.803.619.384.700;0.030177215114235878;0;0;0;0;6.555.090.825.952.920;4.514.170.630.821.270;511;0;06/13/1973;M;23/09/2017 13:21;1;0;2;0.23121787
82581;6553;06/10/2016 17:01;1892;0;345.708.447.265.625;65.779.619.987.116.800;1.702.080.535.888.670;0.04242154583334923;0;0;0;0;92;59;156;0;07/01/1988;F;30/09/2016 11:26;1;0;3;0.2963815
82582;6553;12/10/2016 17:40;3444;0;6.630.625;6.930.966.898.954.700;4.450.132.751.464.840;0.00004022151915705763;0;0;0;0;98;58;298;0;07/01/1988;F;30/09/2016 11:26;1;0;3;0.992753188
82583;6553;14/10/2016 17:37;3479;0;66.376.640.625;6.868.522.743.604.480;28.618.066.787.719.700;0.003631271654739976;0;0;0;0;98;63;299;0;07/01/1988;F;30/09/2016 11:26;1;0;3;0.510434691
87854;6553;20/10/2016 18:05;3681;0;7.674.596.405.029.290;0.07505717755529875;12.643.932.342.529.200;0.06372348964214325;0;0;0;0;89;83;3;0;07/01/1988;F;30/09/2016 11:26;1;0;1;0.235261819
87855;6553;22/10/2016 11:44;3673;0;34.775.439.453.125;0.3408428587836918;12.261.079.406.738.200;0.013338124379515648;0;0;0;0;122;73;16;0;07/01/1988;F;30/09/2016 11:26;1;0;1;0.014100017
87856;6553;24/10/2016 18:18;3666;0;47.733.013.916.015.600;0.4687366341998261;1.028.012.752.532.950;0.12384767085313797;0;0;0;0;96;76;21;0;07/01/1988;F;30/09/2016 11:26;1;0;1;0.640162753
87857;6553;27/10/2016 17:19;3664;0;1.325.609.130.859.370;13.024.543.862.155.400;3.887.653.350.830.070;0.07288514822721481;0;0;0;0;98;70;60;0;07/01/1988;F;30/09/2016 11:26;1;0;1;0.562874933
82345;6552;10/10/2016 03:51;1821;0;3.209.731.689.453.120;6.345.433.323.465.810;2.683.921.241.760.250;0.02752535045146942;0;0;0;0;19.450.679.390.339.700;167.745.645.199.677;202;0;NULL;NULL;30/09/2016 11:15;1;0;3;0.833053058
82346;6552;12/10/2016 04:09;1380;0;2.610.453.857.421.870;68.098.796.280.570.600;28.999.053.955.078.100;0.4109809994697571;0;0;0;0;1.938.915.829.044.440;1.677.656.943.810.680;164;0;NULL;NULL;30/09/2016 11:15;1;0;1;0.106612425
82313;6626;11/04/2018 10:43;2826;0;3.944.451.171.875;50.247.785.628.980.800;20.946.990.966.796.800;0.01833018660545349;0;0;0;0;9.497.827.199.008.310;56.741.636.105.813.000;249;0;09/28/1987;F;09/04/2018 10:44;1;0;3;0.309143004
82314;6626;18/09/2017 09:10;1006;55;13.818.165.283.203.100;49.448.702.802.714.900;16.308.401.107.788.000;0.05248957499861717;0;0;0;0;98;59;75;0;09/28/1987;F;09/04/2018 10:44;1;0;1;0.845488335
82315;6626;26/04/2018 07:21;1731;0;24.358.955.078.125;5.065.987.191.291.160;1.825.579.071.044.920;0.28314563632011414;0;0;0;0;12.202.085.681.352.700;6.085.012.629.907.570;153;0;09/28/1987;F;09/04/2018 10:44;1;0;3;0.226653363
96806;6626;04/12/2016 10:44;3728;271;5.391.916.015.625;520.678.585.199.839;16.956.680.297.851.500;0.009473414160311222;0;0;0;0;59;30;291;0;09/28/1987;F;09/04/2018 10:44;1;0;3;0.823554124
79985;5312;26/09/2016 06:13;2586;0;581.688.427.734.375;8.097.750.734.121.230;2.758.831.214.904.780;0.00690525583922863;0;0;0;0;14.703.218.245.465.800;1.147.685.268.116.410;346;0;11/10/1984;F;22/05/2018 17:14;1;0;2;0.237401186
79986;5312;05/10/2016 16:51;5682;0;131.413.974.609.375;832.612.299.531.415;2.716.914.176.940.910;0.008759526535868645;0;0;0;0;14.821.706.276.064.200;11.600.632.685.109.100;781;0;11/10/1984;F;22/05/2018 17:14;1;0;3;0.19415579
80650;2867;02/10/2016 06:48;3197;0;100.308.681.640.625;11.295.316.043.360.900;3.410.853.576.660.150;0.8991920351982117;0;0;0;0;69;31;740;0;06/19/1968;M;20/05/2018 09:38;1;0;3;0.317334263
80652;2867;08/10/2016 16:53;3536;0;11.022.640.625;11.222.145.432.692.300;2.170.639.419.555.660;10.560.859.441.757.200;0;0;0;0;68;36;813;0;06/19/1968;M;20/05/2018 09:38;1;0;5;0.11824603
80654;2867;15/10/2016 14:21;6060;48;1.778.216.796.875;10.563.664.139.851.400;24.782.941.818.237.300;0.29944780468940735;0;0;0;0;67;33;1312;0;06/19/1968;M;20/05/2018 09:38;1;0;5;0.120896467
80690;5862;17/10/2016 19:01;6021;0;166.778.452.265.094;997.180.581.555.121;0;0;0;0;0;1.229.311.334.184.990;2.526.015.853.881.830;0.673931855118397;954;0;08/09/2016;M;07/06/2017 00:05;1;0;5;0.031536859
80692;5862;20/10/2016 17:19;6018;0;1.662.803.469.575.430;9.946.979.877.819.150;0;0;0;0;0;1.107.848.991.918.320;85.643.310.546.875;-1.359.264.878.367.900;958;0;08/09/2016;M;07/06/2017 00:05;1;0;4;0.790901329
80693;5862;28/10/2016 18:17;5939;0;1.650.308.993.083.080;1.000.355.678.582.100;0;0;0;0;0;8.159.855.548.475.710;1.409.417.043.931.130;-2.225.540.657.640.080;950;0;08/09/2016;M;07/06/2017 00:05;1;0;5;0.841271668
80766;6279;02/10/2016 06:53;1116;0;13.256.339.111.328.100;4.276.238.423.009.070;27.448.890.686.035.100;0.00000007623468434303504;0;0;0;0;3.720.959.841.674.190;3.266.117.304.591.460;84;0;04/08/1971;F;10/04/2018 11:24;1;0;1;0.295823078
80760;6279;06/10/2016 09:45;1696;0;1.533.722.412.109.370;32.555.428.558.925.400;28.434.280.395.507.800;0.000000058898454113887055;0;0;0;0;2.885.248.922.482.130;2.637.546.830.913.050;97;0;04/08/1971;F;10/04/2018 11:24;1;0;1;0.019906197
80840;5258;04/10/2016 15:33;2929;0;112.952.109.375;13.882.813.033.458.500;22.963.279.724.121.000;0.07142075896263123;0;0;0;0;311;294;712;0;07/30/1977;M;28/07/2017 22:20;1;0;5;0.221185355
80841;5258;05/10/2016 15:34;3300;0;121.911.845.703.125;13.299.474.076.704.500;21.341.724.395.751.900;0.050017088651657104;0;0;0;0;312;289;768;0;07/30/1977;M;28/07/2017 22:20;1;0;5;0.460627086
80842;5258;06/10/2016 15:34;4668;0;15.739.818.359.375;12.138.677.397.975.500;24.571.823.120.117.100;0.00041226009489037097;0;0;0;0;336;283;992;0;07/30/1977;M;28/07/2017 22:20;1;0;5;0.946451807
80843;5258;08/10/2016 13:33;2963;0;1.103.089.453.125;13.402.369.325.852.100;21.521.020.889.282.200;0.007761918939650059;0;0;0;0;308;293;695;0;07/30/1977;M;28/07/2017 22:20;1;0;1;0.947624151
80844;5258;09/10/2016 07:28;5980;0;20.534.046.875;12.361.633.570.234.100;3.931.934.356.689.450;0.4071107506752014;0;0;0;0;330;278;1294;0;07/30/1977;M;28/07/2017 22:20;1;0;4;0.302462711
80845;5258;10/10/2016 15:31;4531;0;157.166.162.109.375;12.487.269.556.251.300;2.610.638.427.734.370;0.0008771589491516352;0;0;0;0;343;285;990;0;07/30/1977;M;28/07/2017 22:20;1;0;5;0.306305069
80846;5258;12/10/2016 14:37;4278;0;15.168.384.765.625;12.764.419.157.608.600;23.092.870.712.280.200;0.009849684312939644;0;0;0;0;314;291;956;0;07/30/1977;M;28/07/2017 22:20;1;0;4;0.723776306
80847;5258;13/10/2016 15:28;4680;0;155.487.236.328.125;11.960.556.640.625;3.555.454.635.620.110;0.1931961476802826;0;0;0;0;339;282;980;0;07/30/1977;M;28/07/2017 22:20;1;0;4;0.276150795
80848;5258;14/10/2016 15:55;3054;0;11.055.861.328.125;13.032.449.502.701.300;2.418.344.497.680.660;0.018625397235155106;0;0;0;0;308;291;697;0;07/30/1977;M;28/07/2017 22:20;1;0;4;0.752159454
81079;4687;05/10/2016 16:24;2664;0;7.151.178.322.541.110;9.663.754.489.920.420;0;0;0;0;0;5.309.722.900.390.620;3.932.216.644.287.100;-6.687.229.156.494.140;317;0;02/16/1975;F;10/09/2017 20:57;1;0;4;0.44983744
81080;4687;08/10/2016 09:34;3031;0;838.672.843.969.112;9.961.142.323.618.610;0;0;0;0;0;5.425.323.486.328.120;2.824.367.523.193.350;-802.627.944.946.289;377;0;02/16/1975;F;10/09/2017 20:57;1;0;4;0.99002804
81082;4687;09/10/2016 08:14;1739;0;5.067.118.722.689.720;1.048.972.248.515.410;0;0;0;0;0;40.875.244.140.625;5.354.946.136.474.600;-2.820.102.691.650.390;228;0;02/16/1975;F;10/09/2017 20:57;1;0;4;0.250454734
81088;1234;04/10/2016 15:34;3089;0;8.537.632.443.158.370;9.949.976.301.511.860;0;0;0;0;0;849.871.826.171.875;1.191.484.375;1.021.510.009.765.620;584;0;04/26/1971;M;04/06/2018 11:45;1;0;3;0.242580287
81123;1701;01/11/2016 08:28;5440;0;108.543.095.703.125;7.182.998.980.353.860;25.604.156.494.140.600;0.2894495725631714;0;0;0;0;9.208.926.781.277.580;6.785.114.416.219.780;664;0;03/05/1981;M;22/12/2016 16:12;1;0;4;0.075714222
81127;1701;06/11/2016 16:30;3455;0;662.873.291.015.625;6.906.928.647.340.810;28.273.786.544.799.800;0.19751010835170746;0;0;0;0;8.996.324.795.351.200;63.740.131.191.736.100;406;0;03/05/1981;M;22/12/2016 16:12;1;0;2;0.943775041
