hr_item_id,w_item_id,w_activity_result_id,rate,time,deleted
75131,26111,148400,142,1459273891058,0
75132,26111,148400,142,1459273892056,0
75133,26111,148400,143,1459273893054,0
75134,26111,148400,144,1459273896052,0
75135,26111,148400,144,1459273897047,0
75136,26111,148400,144,1459273898041,0
75137,26111,148400,145,1459273899039,0
75138,26111,148400,145,1459273900036,0
75139,26111,148400,145,1459273901036,0
75140,26111,148400,146,1459273903030,0
75141,26111,148400,147,1459273904027,0
75142,26111,148400,147,1459273905026,0
75143,26111,148400,148,1459273906023,0
75144,26111,148400,148,1459273907019,0
75145,26111,148400,149,1459273909016,0
75146,26111,148400,150,1459273910011,0
75147,26111,148400,150,1459273911010,0
75148,26111,148400,150,1459273912009,0
75149,26111,148400,151,1459273914003,0
75150,26111,148400,151,1459273914014,0
75151,26111,148400,151,1459273914999,0
75152,26111,148400,151,1459273915995,0
75153,26111,148400,151,1459273916994,0
75154,26111,148400,151,1459273918994,0
75155,26111,148400,151,1459273919987,0
75156,26111,148400,152,1459273920984,0
75157,26111,148400,152,1459273921981,0
75158,26111,148400,153,1459273923976,0
75159,26111,148400,154,1459273923985,0
75160,26111,148400,154,1459273924976,0
75161,26111,148400,155,1459273925971,0
75162,26111,148400,156,1459273926969,0
75163,26111,148400,157,1459273928967,0
75164,26111,148400,157,1459273929961,0
75165,26111,148400,157,1459273930959,0
75166,26111,148400,157,1459273931958,0
75167,26111,148400,157,1459273933949,0
75168,26111,148400,158,1459273934947,0
75169,26111,148400,158,1459273936942,0
75170,26111,148400,159,1459273937940,0
75171,26111,148400,159,1459273938938,0
75172,26111,148400,159,1459273939938,0
75173,26111,148400,159,1459273940934,0
75174,26111,148400,159,1459273941932,0
75175,26111,148400,159,1459273942928,0
75176,26111,148400,159,1459273943927,0
75177,26111,148400,159,1459273944924,0
75178,26111,148400,159,1459273945921,0
75179,26111,148400,159,1459273947925,0
75180,26111,148400,159,1459273948914,0
75181,26111,148400,160,1459273949911,0
75182,26111,148400,160,1459273950909,0
75183,26111,148400,161,1459273951904,0
75184,26111,148400,162,1459273952903,0
75185,26111,148400,163,1459273953901,0
75186,26111,148400,163,1459273954899,0
75187,26111,148400,164,1459273955896,0
75188,26111,148400,164,1459273956894,0
75189,26111,148400,164,1459273957891,0
75190,26111,148400,164,1459273958888,0
75191,26111,148400,162,1459273959887,0
75192,26111,148400,161,1459273960884,0
75193,26111,148400,161,1459273961881,0
75194,26111,148400,161,1459273962880,0
75195,26111,148400,161,1459273963875,0
75196,26111,148400,162,1459273964874,0
75197,26111,148400,162,1459273965870,0
75198,26111,148400,162,1459273966868,0
75199,26111,148400,162,1459273967866,0
75200,26111,148400,163,1459273968862,0
75201,26111,148400,163,1459273969861,0
75202,26111,148400,162,1459273970857,0
75203,26111,148400,162,1459273971855,0
75204,26111,148400,162,1459273972855,0
75205,26111,148400,162,1459273973851,0
75206,26111,148400,162,1459273974847,0
75207,26111,148400,162,1459273975845,0
75208,26111,148400,161,1459273976844,0
75209,26111,148400,161,1459273977842,0
75210,26111,148400,161,1459273978837,0
75211,26111,148400,161,1459273979837,0
75212,26111,148400,161,1459273980835,0
75213,26111,148400,161,1459273981831,0
75214,26111,148400,161,1459273982830,0
75215,26111,148400,162,1459273983827,0
75216,26111,148400,162,1459273984824,0
75217,26111,148400,162,1459273985821,0
75218,26111,148400,162,1459273986817,0
75219,26111,148400,162,1459273987816,0
75220,26111,148400,162,1459273988814,0
75221,26111,148400,162,1459273989811,0
75222,26111,148400,162,1459273990809,0
75223,26111,148400,162,1459273991806,0
75224,26111,148400,162,1459273992804,0
75225,26111,148400,162,1459273994802,0
75226,26111,148400,163,1459273995797,0
75227,26111,148400,163,1459273996796,0
75228,26111,148400,163,1459273997791,0
75229,26111,148400,164,1459273998789,0
75230,26111,148400,164,1459273999787,0
75231,26111,148400,164,1459274000785,0
75232,26111,148400,164,1459274001783,0
75233,26111,148400,164,1459274003780,0
75234,26111,148400,164,1459274004774,0
75235,26111,148400,164,1459274005772,0
75236,26111,148400,164,1459274006769,0
75237,26111,148400,164,1459274007767,0
75238,26111,148400,164,1459274008762,0
75239,26111,148400,164,1459274009761,0
75240,26111,148400,164,1459274010759,0
75241,26111,148400,164,1459274011760,0
75242,26111,148400,163,1459274012754,0
75243,26111,148400,163,1459274013751,0
75244,26111,148400,163,1459274014751,0
75245,26111,148400,162,1459274015746,0
75246,26111,148400,162,1459274016742,0
75247,26111,148400,161,1459274018741,0
75248,26111,148400,161,1459274019738,0
75249,26111,148400,160,1459274021731,0
75250,26111,148400,161,1459274023730,0
75251,26111,148400,161,1459274025724,0
75252,26111,148400,161,1459274026719,0
75253,26111,148400,161,1459274028713,0
75254,26111,148400,160,1459274029711,0
75255,26111,148400,160,1459274030709,0
75256,26111,148400,160,1459274031710,0
75257,26111,148400,161,1459274032703,0
75258,26111,148400,161,1459274033702,0
75259,26111,148400,161,1459274036698,0
75260,26111,148400,161,1459274037691,0
75261,26111,148400,161,1459274038689,0
75262,26111,148400,161,1459274039688,0
75263,26111,148400,161,1459274040685,0
75264,26111,148400,161,1459274041680,0
75265,26111,148400,161,1459274043679,0
75266,26111,148400,162,1459274044673,0
75267,26111,148400,162,1459274045671,0
75268,26111,148400,162,1459274046667,0
75269,26111,148400,162,1459274047667,0
75270,26111,148400,161,1459274048664,0
75271,26111,148400,161,1459274050659,0
75272,26111,148400,161,1459274051656,0
75273,26111,148400,161,1459274052652,0
75274,26111,148400,161,1459274053651,0
75275,26111,148400,161,1459274054649,0
75276,26111,148400,161,1459274056646,0
75277,26111,148400,161,1459274056661,0
75278,26111,148400,161,1459274057640,0
75279,26111,148400,161,1459274058639,0
75280,26111,148400,161,1459274059636,0
75281,26111,148400,160,1459274060632,0
75282,26111,148400,160,1459274061631,0
75283,26111,148400,160,1459274062627,0
75284,26111,148400,160,1459274064622,0
75285,26111,148400,159,1459274065619,0
75286,26111,148400,161,1459274066617,0
75287,26111,148400,161,1459274067617,0
75288,26111,148400,161,1459274068612,0
75289,26111,148400,162,1459274069611,0
75290,26111,148400,162,1459274070609,0
75291,26111,148400,162,1459274071604,0
75292,26111,148400,162,1459274072602,0
75293,26111,148400,162,1459274073602,0
75294,26111,148400,161,1459274074597,0
75295,26111,148400,161,1459274075595,0
75296,26111,148400,161,1459274077590,0
75297,26111,148400,161,1459274078587,0
75298,26111,148400,161,1459274079587,0
75299,26111,148400,161,1459274080582,0
75300,26111,148400,161,1459274082577,0
75301,26111,148400,160,1459274083575,0
75302,26111,148400,160,1459274084572,0
75303,26111,148400,160,1459274085569,0
75304,26111,148400,160,1459274086567,0
75305,26111,148400,160,1459274087565,0
75306,26111,148400,160,1459274088563,0
75307,26111,148400,160,1459274089562,0
75308,26111,148400,160,1459274090557,0
75309,26111,148400,160,1459274091555,0
75310,26111,148400,160,1459274092552,0
75311,26111,148400,160,1459274093551,0
75312,26111,148400,160,1459274095546,0
75313,26111,148400,160,1459274096542,0
75314,26111,148400,160,1459274097539,0
75315,26111,148400,160,1459274098537,0
75316,26111,148400,159,1459274099538,0
75317,26111,148400,159,1459274100532,0
75318,26111,148400,159,1459274102528,0
75319,26111,148400,159,1459274103525,0
75320,26111,148400,158,1459274105520,0
75321,26111,148400,158,1459274106517,0
75322,26111,148400,158,1459274107515,0
75323,26111,148400,158,1459274108513,0
75324,26111,148400,158,1459274110510,0
75325,26111,148400,158,1459274111506,0
75326,26111,148400,158,1459274112504,0
75327,26111,148400,158,1459274113502,0
75328,26111,148400,158,1459274115499,0
75329,26111,148400,158,1459274117493,0
75330,26111,148400,158,1459274118489,0
75331,26111,148400,158,1459274120485,0
75332,26111,148400,158,1459274122480,0
75333,26111,148400,158,1459274124478,0
75334,26111,148400,158,1459274125471,0
75335,26111,148400,158,1459274127470,0
75336,26111,148400,158,1459274128463,0
75337,26111,148400,158,1459274129469,0
75338,26111,148400,158,1459274130458,0
75339,26111,148400,158,1459274132454,0
75340,26111,148400,158,1459274133451,0
75341,26111,148400,159,1459274134448,0
75342,26111,148400,159,1459274135447,0
75343,26111,148400,159,1459274136443,0
75344,26111,148400,159,1459274137441,0
75345,26111,148400,159,1459274138438,0
75346,26111,148400,159,1459274139436,0
75347,26111,148400,159,1459274140434,0
75348,26111,148400,159,1459274142434,0
75349,26111,148400,159,1459274143426,0
75350,26111,148400,159,1459274145423,0
75351,26111,148400,159,1459274146418,0
75352,26111,148400,159,1459274147417,0
75353,26111,148400,158,1459274148413,0
75354,26111,148400,159,1459274150416,0
75355,26111,148400,159,1459274151406,0
75356,26111,148400,159,1459274152404,0
75357,26111,148400,159,1459274153401,0
75358,26111,148400,159,1459274154401,0
75359,26111,148400,159,1459274155397,0
75360,26111,148400,159,1459274156393,0
75361,26111,148400,160,1459274158389,0
75362,26111,148400,160,1459274159386,0
75363,26111,148400,160,1459274160384,0
75364,26111,148400,160,1459274161381,0
75365,26111,148400,160,1459274163377,0
75366,26111,148400,160,1459274163386,0
75367,26111,148400,160,1459274164373,0
75368,26111,148400,160,1459274165371,0
75369,26111,148400,159,1459274166368,0
75370,26111,148400,160,1459274167366,0
75371,26111,148400,160,1459274169361,0
75372,26111,148400,160,1459274170363,0
75373,26111,148400,160,1459274171357,0
75374,26111,148400,160,1459274173356,0
75375,26111,148400,160,1459274175345,0
75376,26111,148400,160,1459274176344,0
75377,26111,148400,160,1459274177340,0
75378,26111,148400,160,1459274179336,0
75379,26111,148400,159,1459274180335,0
75380,26111,148400,159,1459274182330,0
75381,26111,148400,159,1459274183326,0
75382,26111,148400,159,1459274184323,0
75383,26111,148400,159,1459274185321,0
75384,26111,148400,160,1459274186319,0
75385,26111,148400,160,1459274187317,0
75386,26111,148400,160,1459274188313,0
75387,26111,148400,160,1459274189311,0
75388,26111,148400,160,1459274190308,0
75389,26111,148400,160,1459274191306,0
75390,26111,148400,160,1459274192303,0
75391,26111,148400,160,1459274193302,0
75392,26111,148400,161,1459274194298,0
75393,26111,148400,162,1459274195296,0
75394,26111,148400,162,1459274196293,0
75395,26111,148400,161,1459274197291,0
75396,26111,148400,161,1459274198288,0
75397,26111,148400,161,1459274199289,0
75398,26111,148400,160,1459274200283,0
75399,26111,148400,160,1459274201281,0
75400,26111,148400,159,1459274202279,0
75401,26111,148400,160,1459274203277,0
75402,26111,148400,160,1459274204271,0
75403,26111,148400,161,1459274205271,0
75404,26111,148400,161,1459274206269,0
75405,26111,148400,162,1459274207267,0
75406,26111,148400,162,1459274208264,0
75407,26111,148400,162,1459274209261,0
75408,26111,148400,162,1459274210258,0
75409,26111,148400,162,1459274211256,0
75410,26111,148400,161,1459274214247,0
75411,26111,148400,161,1459274214252,0
75412,26111,148400,160,1459274216248,0
75413,26111,148400,160,1459274217241,0
75414,26111,148400,160,1459274218238,0
75415,26111,148400,160,1459274219236,0
75416,26111,148400,160,1459274221236,0
75417,26111,148400,160,1459274222229,0
75418,26111,148400,160,1459274224224,0
75419,26111,148400,159,1459274224240,0
75420,26111,148400,159,1459274225221,0
75421,26111,148400,159,1459274226218,0
75422,26111,148400,159,1459274227218,0
75423,26111,148400,160,1459274229210,0
75424,26111,148400,160,1459274230211,0
75425,26111,148400,160,1459274231207,0
75426,26111,148400,161,1459274232203,0
75427,26111,148400,161,1459274233201,0
75428,26111,148400,161,1459274235196,0
75429,26111,148400,161,1459274237197,0
75430,26111,148400,161,1459274238188,0
75431,26111,148400,160,1459274239185,0
75432,26111,148400,160,1459274240183,0
75433,26111,148400,161,1459274241181,0
75434,26111,148400,161,1459274242178,0
75435,26111,148400,161,1459274243175,0
75436,26111,148400,161,1459274244173,0
75437,26111,148400,161,1459274245169,0
75438,26111,148400,161,1459274246167,0
75439,26111,148400,161,1459274247165,0
75440,26111,148400,161,1459274248163,0
75441,26111,148400,161,1459274249159,0
75442,26111,148400,161,1459274250167,0
75443,26111,148400,162,1459274251156,0
75444,26111,148400,162,1459274252154,0
75445,26111,148400,162,1459274253151,0
75446,26111,148400,162,1459274254149,0
75447,26111,148400,162,1459274255146,0
75448,26111,148400,162,1459274256144,0
75449,26111,148400,162,1459274257141,0
75450,26111,148400,162,1459274258138,0
75451,26111,148400,162,1459274259136,0
75452,26111,148400,162,1459274260134,0
75453,26111,148400,162,1459274261131,0
75454,26111,148400,162,1459274262129,0
75455,26111,148400,163,1459274263127,0
75456,26111,148400,163,1459274264122,0
75457,26111,148400,163,1459274265121,0
75458,26111,148400,163,1459274266118,0
75459,26111,148400,163,1459274267117,0
75460,26111,148400,162,1459274268113,0
75461,26111,148400,162,1459274269113,0
75462,26111,148400,162,1459274270109,0
75463,26111,148400,163,1459274271107,0
75464,26111,148400,162,1459274272103,0
75465,26111,148400,162,1459274274099,0
75466,26111,148400,161,1459274278096,0
75467,26111,148400,161,1459274279087,0
75468,26111,148400,161,1459274280086,0
75469,26111,148400,161,1459274281081,0
75470,26111,148400,161,1459274282078,0
75471,26111,148400,161,1459274283077,0
75472,26111,148400,163,1459274284073,0
75473,26111,148400,163,1459274287069,0
75474,26111,148400,163,1459274288063,0
75475,26111,148400,163,1459274289062,0
75476,26111,148400,162,1459274290075,0
75477,26111,148400,161,1459274291056,0
75478,26111,148400,160,1459274292053,0
75479,26111,148400,160,1459274293051,0
75480,26111,148400,160,1459274294048,0
75481,26111,148400,160,1459274295044,0
75482,26111,148400,160,1459274296043,0
75483,26111,148400,160,1459274297041,0
75484,26111,148400,161,1459274298039,0
75485,26111,148400,161,1459274299036,0
75486,26111,148400,161,1459274300034,0
75487,26111,148400,161,1459274301031,0
75488,26111,148400,161,1459274302028,0
75489,26111,148400,161,1459274303026,0
75490,26111,148400,161,1459274304023,0
75491,26111,148400,161,1459274305021,0
75492,26111,148400,161,1459274306018,0
75493,26111,148400,161,1459274308017,0
75494,26111,148400,161,1459274309014,0
75495,26111,148400,162,1459274311008,0
75496,26111,148400,162,1459274312003,0
75497,26111,148400,162,1459274313001,0
75498,26111,148400,161,1459274313998,0
75499,26111,148400,161,1459274314996,0
75500,26111,148400,161,1459274315993,0
75501,26111,148400,161,1459274317998,0
75502,26111,148400,161,1459274318986,0
75503,26111,148400,161,1459274320987,0
75504,26111,148400,161,1459274322978,0
75505,26111,148400,161,1459274322986,0
75506,26111,148400,161,1459274323973,0
75507,26111,148400,161,1459274324971,0
75508,26111,148400,160,1459274325968,0
75509,26111,148400,162,1459274326967,0
75510,26111,148400,162,1459274328961,0
75511,26111,148400,162,1459274328971,0
75512,26111,148400,162,1459274329957,0
75513,26111,148400,162,1459274330956,0
75514,26111,148400,161,1459274331954,0
75515,26111,148400,161,1459274332951,0
75516,26111,148400,160,1459274333948,0
75517,26111,148400,160,1459274334947,0
75518,26111,148400,159,1459274335947,0
75519,26111,148400,159,1459274337938,0
75520,26111,148400,160,1459274338938,0
75521,26111,148400,160,1459274339931,0
75522,26111,148400,160,1459274340931,0
75523,26111,148400,159,1459274341928,0
75524,26111,148400,159,1459274342927,0
75525,26111,148400,159,1459274343924,0
75526,26111,148400,159,1459274344921,0
75527,26111,148400,158,1459274345917,0
75528,26111,148400,158,1459274346917,0
75529,26111,148400,158,1459274347915,0
75530,26111,148400,159,1459274348911,0
75531,26111,148400,159,1459274349908,0
75532,26111,148400,159,1459274350906,0
75533,26111,148400,159,1459274351903,0
75534,26111,148400,159,1459274352901,0
75535,26111,148400,159,1459274353898,0
75536,26111,148400,159,1459274354896,0
75537,26111,148400,159,1459274356907,0
75538,26111,148400,160,1459274357888,0
75539,26111,148400,160,1459274358886,0
75540,26111,148400,160,1459274359883,0
75541,26111,148400,159,1459274360881,0
75542,26111,148400,159,1459274361881,0
75543,26111,148400,159,1459274362876,0
75544,26111,148400,159,1459274363874,0
75545,26111,148400,159,1459274364872,0
75546,26111,148400,159,1459274365871,0
75547,26111,148400,159,1459274366866,0
75548,26111,148400,159,1459274367863,0
75549,26111,148400,159,1459274368861,0
75550,26111,148400,158,1459274369858,0
75551,26111,148400,158,1459274371857,0
75552,26111,148400,157,1459274372851,0
75553,26111,148400,157,1459274373849,0
75554,26111,148400,157,1459274374847,0
75555,26111,148400,156,1459274375844,0
75556,26111,148400,156,1459274376841,0
75557,26111,148400,156,1459274377839,0
75558,26111,148400,156,1459274378838,0
75559,26111,148400,156,1459274379833,0
75560,26111,148400,156,1459274380831,0
75561,26111,148400,156,1459274381828,0
75562,26111,148400,157,1459274382826,0
75563,26111,148400,157,1459274383829,0
75564,26111,148400,158,1459274384819,0
75565,26111,148400,157,1459274385819,0
75566,26111,148400,157,1459274386815,0
75567,26111,148400,157,1459274387813,0
75568,26111,148400,157,1459274388809,0
75569,26111,148400,157,1459274389808,0
75570,26111,148400,157,1459274390806,0
75571,26111,148400,158,1459274391803,0
75572,26111,148400,158,1459274392813,0
75573,26111,148400,158,1459274393804,0
75574,26111,148400,157,1459274394795,0
75575,26111,148400,157,1459274395792,0
75576,26111,148400,158,1459274396790,0
75577,26111,148400,159,1459274397789,0
75578,26111,148400,159,1459274398787,0
75579,26111,148400,159,1459274399782,0
75580,26111,148400,159,1459274400780,0
75581,26111,148400,159,1459274401777,0
75582,26111,148400,159,1459274402776,0
75583,26111,148400,159,1459274403773,0
75584,26111,148400,159,1459274404771,0
75585,26111,148400,159,1459274406770,0
75586,26111,148400,160,1459274407763,0
75587,26111,148400,161,1459274409760,0
75588,26111,148400,161,1459274410756,0
75589,26111,148400,161,1459274411753,0
75590,26111,148400,161,1459274412751,0
75591,26111,148400,161,1459274413748,0
75592,26111,148400,161,1459274414745,0
75593,26111,148400,161,1459274415742,0
75594,26111,148400,161,1459274416741,0
75595,26111,148400,160,1459274417739,0
75596,26111,148400,160,1459274418736,0
75597,26111,148400,160,1459274419733,0
75598,26111,148400,160,1459274420731,0
75599,26111,148400,160,1459274421731,0
75600,26111,148400,159,1459274422727,0
75601,26111,148400,159,1459274423723,0
75602,26111,148400,159,1459274424721,0
75603,26111,148400,158,1459274425718,0
75604,26111,148400,158,1459274426716,0
75605,26111,148400,158,1459274427713,0
75606,26111,148400,158,1459274428711,0
75607,26111,148400,158,1459274429708,0
75608,26111,148400,158,1459274430706,0
75609,26111,148400,157,1459274431702,0
75610,26111,148400,157,1459274433702,0
75611,26111,148400,157,1459274435694,0
75612,26111,148400,157,1459274436689,0
75613,26111,148400,157,1459274438687,0
75614,26111,148400,157,1459274438696,0
75615,26111,148400,157,1459274439683,0
75616,26111,148400,159,1459274441679,0
75617,26111,148400,159,1459274442677,0
75618,26111,148400,159,1459274443673,0
75619,26111,148400,159,1459274444671,0
75620,26111,148400,159,1459274445668,0
75621,26111,148400,159,1459274446670,0
75622,26111,148400,159,1459274447662,0
75623,26111,148400,159,1459274448661,0
75624,26111,148400,159,1459274449657,0
75625,26111,148400,160,1459274450655,0
75626,26111,148400,160,1459274451653,0
75627,26111,148400,160,1459274452650,0
75628,26111,148400,160,1459274453648,0
75629,26111,148400,160,1459274454645,0
75630,26111,148400,159,1459274456640,0
75631,26111,148400,159,1459274457636,0
75632,26111,148400,159,1459274458635,0
75633,26111,148400,159,1459274459640,0
75634,26111,148401,159,1459274460630,0
75635,26111,148401,159,1459274461627,0
75636,26111,148401,159,1459274462626,0
75637,26111,148401,158,1459274463623,0
75638,26111,148401,158,1459274464619,0
75639,26111,148401,159,1459274465618,0
75640,26111,148401,159,1459274466615,0
75641,26111,148401,158,1459274467612,0
75642,26111,148401,158,1459274468609,0
75643,26111,148401,157,1459274469608,0
75644,26111,148401,156,1459274470604,0
75645,26111,148401,156,1459274471602,0
75646,26111,148401,154,1459274472599,0
75647,26111,148401,153,1459274473596,0
75648,26111,148401,152,1459274474594,0
75649,26111,148401,151,1459274475592,0
75650,26111,148401,150,1459274476590,0
75651,26111,148401,149,1459274477586,0
75652,26111,148401,148,1459274478584,0
75653,26111,148401,147,1459274479582,0
75654,26111,148401,146,1459274480581,0
75655,26111,148401,145,1459274481577,0
75656,26111,148401,144,1459274482574,0
75657,26111,148401,143,1459274483572,0
75658,26111,148401,142,1459274484570,0
75659,26111,148401,142,1459274485567,0
75660,26111,148401,142,1459274486565,0
75661,26111,148401,141,1459274487561,0
75662,26111,148401,140,1459274488559,0
75663,26111,148401,140,1459274489557,0
75664,26111,148401,139,1459274490556,0
75665,26111,148401,138,1459274491557,0
75666,26111,148401,138,1459274492550,0
75667,26111,148401,137,1459274493547,0
75668,26111,148401,137,1459274494544,0
75669,26111,148401,136,1459274495542,0
75670,26111,148401,136,1459274496540,0
75671,26111,148401,135,1459274497536,0
75672,26111,148401,135,1459274498534,0
75673,26111,148401,134,1459274499532,0
75674,26111,148401,133,1459274500529,0
75675,26111,148401,133,1459274501527,0
75676,26111,148401,132,1459274502524,0
75677,26111,148401,131,1459274503522,0
75678,26111,148401,130,1459274504519,0
75679,26111,148401,130,1459274505517,0
75680,26111,148401,129,1459274506514,0
75681,26111,148401,129,1459274507512,0
75682,26111,148401,129,1459274508509,0
75683,26111,148401,129,1459274509507,0
75684,26111,148401,128,1459274510505,0
75685,26111,148401,128,1459274511501,0
75686,26111,148401,128,1459274512499,0
75687,26111,148401,128,1459274513497,0
75688,26111,148401,128,1459274514494,0
75689,26111,148401,127,1459274515492,0
75690,26111,148401,127,1459274516490,0
75691,26111,148401,127,1459274517490,0
75692,26111,148401,127,1459274518488,0
75693,26111,148401,127,1459274519482,0
75694,26111,148401,128,1459274520480,0
75695,26111,148401,128,1459274521478,0
75696,26111,148401,128,1459274522476,0
75697,26111,148401,129,1459274523472,0
75698,26111,148401,129,1459274524471,0
75699,26111,148401,129,1459274525471,0
75700,26111,148401,129,1459274526468,0
75701,26111,148401,127,1459274528471,0
75702,26111,148401,127,1459274529466,0
75703,26111,148401,125,1459274530457,0
75704,26111,148401,123,1459274531456,0
75705,26111,148401,122,1459274532451,0
75706,26111,148401,121,1459274533448,0
75707,26111,148401,120,1459274534444,0
75708,26111,148401,119,1459274535442,0
75709,26111,148401,120,1459274537440,0
75710,26111,148401,120,1459274538437,0
75711,26111,148401,121,1459274539434,0
75712,26111,148401,121,1459274540431,0
75713,26111,148401,121,1459274541431,0
75714,26111,148401,120,1459274543427,0
75715,26111,148401,120,1459274544421,0
75716,26111,148401,118,1459274545418,0
75717,26111,148401,118,1459274546417,0
75718,26111,148401,117,1459274547413,0
75719,26111,148401,117,1459274548411,0
75720,26111,148401,117,1459274549408,0
75721,26111,148401,117,1459274550405,0
75722,26111,148401,117,1459274551404,0
75723,26111,148401,118,1459274552402,0
75724,26111,148401,119,1459274553398,0
75725,26111,148401,119,1459274554394,0
75726,26111,148401,118,1459274555395,0
75727,26111,148401,117,1459274557391,0
75728,26111,148401,116,1459274559386,0
75729,26111,148401,116,1459274560381,0
75730,26111,148401,116,1459274561379,0
75731,26111,148401,116,1459274562377,0
75732,26111,148401,119,1459274565379,0
75733,26111,148401,122,1459274568367,0
75734,26111,148401,121,1459274569360,0
75735,26111,148401,121,1459274570356,0
75736,26111,148401,120,1459274571353,0
75737,26111,148401,120,1459274572350,0
75738,26111,148401,119,1459274573349,0
75739,26111,148401,119,1459274574348,0
75740,26111,148401,120,1459274575345,0
75741,26111,148401,119,1459274576341,0
75742,26111,148401,120,1459274577338,0
75743,26111,148401,121,1459274579338,0
75744,26111,148401,121,1459274580331,0
75745,26111,148402,120,1459274581327,0
75746,26111,148402,120,1459274582325,0
75747,26111,148402,120,1459274583328,0
75748,26111,148402,120,1459274584322,0
75749,26111,148402,119,1459274585328,0
75750,26111,148402,119,1459274586315,0
75751,26111,148402,119,1459274587313,0
75752,26111,148402,119,1459274588310,0
75753,26111,148402,119,1459274589307,0
75754,26111,148402,120,1459274590304,0
75755,26111,148402,120,1459274591302,0
75756,26111,148402,119,1459274592299,0
75757,26111,148402,119,1459274593297,0
75758,26111,148402,119,1459274594295,0
79130,27054,155336,91,1459962537957,0
79131,27054,155336,91,1459962538954,0
79132,27054,155336,91,1459962539953,0
79133,27054,155336,91,1459962540949,0
79134,27054,155336,92,1459962541947,0
79135,27054,155336,92,1459962542946,0
79136,27054,155336,93,1459962543943,0
79137,27054,155336,93,1459962544940,0
79138,27054,155336,93,1459962545937,0
79139,27054,155336,93,1459962546938,0
79140,27054,155336,94,1459962547934,0
79141,27054,155336,94,1459962548930,0
79142,27054,155336,94,1459962550928,0
79143,27054,155336,96,1459962552925,0
79144,27054,155336,96,1459962553918,0
79145,27054,155336,97,1459962554916,0
79146,27054,155336,98,1459962555914,0
79147,27054,155336,98,1459962557906,0
79148,27054,155336,99,1459962558905,0
79149,27054,155336,103,1459962559905,0
79150,27054,155336,105,1459962560899,0
79151,27054,155336,105,1459962562895,0
79152,27054,155336,106,1459962563892,0
79153,27054,155336,107,1459962564890,0
79154,27054,155336,107,1459962567883,0
79155,27054,155336,112,1459962568880,0
79156,27054,155336,115,1459962569877,0
79157,27054,155336,116,1459962570874,0
79158,27054,155336,116,1459962571872,0
79159,27054,155336,118,1459962573867,0
79160,27054,155336,123,1459962575863,0
79161,27054,155336,125,1459962576865,0
79162,27054,155336,125,1459962577857,0
79163,27054,155336,125,1459962578855,0
79164,27054,155336,127,1459962579852,0
79165,27054,155336,129,1459962581847,0
79166,27054,155336,130,1459962582845,0
79167,27054,155336,131,1459962583842,0
79168,27054,155336,132,1459962584839,0
79169,27054,155336,132,1459962585837,0
79170,27054,155336,132,1459962587835,0
79171,27054,155336,132,1459962589828,0
79172,27054,155336,130,1459962591824,0
79173,27054,155336,130,1459962592822,0
79174,27054,155336,130,1459962593818,0
79175,27054,155336,130,1459962595813,0
79176,27054,155336,130,1459962595823,0
79177,27054,155336,131,1459962596811,0
79178,27054,155336,132,1459962597831,0
79179,27054,155336,132,1459962598806,0
79180,27054,155336,133,1459962599803,0
79181,27054,155336,134,1459962600802,0
79182,27054,155336,134,1459962601799,0
79183,27054,155336,136,1459962602796,0
79184,27054,155336,136,1459962603796,0
79185,27054,155336,137,1459962604791,0
79186,27054,155336,137,1459962605788,0
79187,27054,155336,138,1459962607785,0
79188,27054,155336,140,1459962608782,0
79189,27054,155336,140,1459962610777,0
79190,27054,155336,141,1459962612773,0
79191,27054,155336,142,1459962613769,0
79192,27054,155336,143,1459962614766,0
79193,27054,155336,143,1459962615766,0
79194,27054,155336,143,1459962616763,0
79195,27054,155336,146,1459962618772,0
79196,27054,155336,146,1459962619754,0
79197,27054,155336,147,1459962620752,0
79198,27054,155336,146,1459962621748,0
79199,27054,155336,146,1459962622747,0
79200,27054,155336,148,1459962623748,0
79201,27054,155336,148,1459962624748,0
79202,27054,155336,148,1459962625737,0
79203,27054,155336,148,1459962627754,0
79204,27054,155336,150,1459962628749,0
79205,27054,155336,149,1459962629729,0
79206,27054,155336,149,1459962630726,0
79207,27054,155336,148,1459962631724,0
79208,27054,155336,150,1459962632722,0
79209,27054,155336,148,1459962634721,0
79210,27054,155336,147,1459962635714,0
79211,27054,155336,145,1459962636712,0
79212,27054,155336,145,1459962637709,0
79213,27054,155336,145,1459962638707,0
79214,27054,155336,143,1459962639704,0
79215,27054,155336,143,1459962640704,0
79216,27054,155336,143,1459962642705,0
79217,27054,155336,143,1459962643693,0
79218,27054,155336,143,1459962645688,0
79219,27054,155336,143,1459962647685,0
79220,27054,155336,142,1459962648684,0
79221,27054,155336,142,1459962649679,0
79222,27054,155336,142,1459962650676,0
79223,27054,155336,142,1459962651673,0
79224,27054,155336,142,1459962652671,0
79225,27054,155336,143,1459962653670,0
79226,27054,155336,143,1459962654666,0
79227,27054,155336,143,1459962655665,0
79228,27054,155336,143,1459962656664,0
79229,27054,155336,144,1459962658655,0
79230,27054,155336,144,1459962660657,0
79231,27054,155336,145,1459962661648,0
79232,27054,155336,145,1459962662647,0
79233,27054,155336,145,1459962664649,0
79234,27054,155336,145,1459962666644,0
79235,27054,155336,145,1459962667634,0
79236,27054,155336,145,1459962668631,0
